id,country,state,neighbourhood_cleansed,property_type,square_meters,price,room_type,bathrooms,bedrooms,beds
30694521,Australia,NSW,TWEED SHIRE COUNCIL,House,44.07,$270.00 ,Entire home/apt,3,4,7
23614508,Australia,NSW,TWEED SHIRE COUNCIL,House,41.27,$204.00 ,Private room,2,2,2
32941681,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,41.00,$250.00 ,Entire home/apt,2,2,3
32898383,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,44.80,$250.00 ,Entire home/apt,2,3,3
4904008,Australia,NSW,TWEED SHIRE COUNCIL,House,40.32,"$1,465.00 ",Entire home/apt,3,4,5
30254759,Australia,,TWEED SHIRE COUNCIL,Apartment,44.96,$290.00 ,Entire home/apt,1,2,3
20748154,Australia,NSW,TWEED SHIRE COUNCIL,House,43.18,"$1,390.00 ",Entire home/apt,3.5,5,6
21895615,Australia,,TWEED SHIRE COUNCIL,Apartment,42.34,$277.00 ,Entire home/apt,2,2,3
21046405,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,42.81,$240.00 ,Entire home/apt,1,3,3
22207898,Australia,,TWEED SHIRE COUNCIL,Apartment,40.56,$284.00 ,Entire home/apt,1.5,2,3
12232189,Australia,NSW,TWEED SHIRE COUNCIL,House,44.16,$314.00 ,Entire home/apt,1.5,2,2
21896248,Australia,,TWEED SHIRE COUNCIL,Apartment,38.13,$209.00 ,Entire home/apt,1,2,3
34257211,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,51.43,$340.00 ,Entire home/apt,1,1,1
30046211,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,42.35,$299.00 ,Entire home/apt,2,3,4
30132188,Australia,,TWEED SHIRE COUNCIL,Apartment,47.51,$323.00 ,Entire home/apt,1,1,1
30046110,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,41.13,$265.00 ,Entire home/apt,2,2,3
19809772,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,36.44,$225.00 ,Entire home/apt,1.5,2,2
29339094,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,41.22,"$1,400.00 ",Entire home/apt,2.5,3,3
9532189,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,44.90,$335.00 ,Entire home/apt,1,1,1
2304538,Australia,NSW,TWEED SHIRE COUNCIL,Guesthouse,49.32,$345.00 ,Entire home/apt,2,4,5
21898000,Australia,,TWEED SHIRE COUNCIL,Apartment,50.14,$320.00 ,Entire home/apt,1,3,4
8617915,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,52.15,$329.00 ,Entire home/apt,1,1,2
33275032,Australia,,TWEED SHIRE COUNCIL,Apartment,44.12,$284.00 ,Entire home/apt,2,3,3
28185495,Australia,NSW,TWEED SHIRE COUNCIL,Guest suite,51.51,$349.00 ,Entire home/apt,1,0,1
30046082,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,53.03,$350.00 ,Entire home/apt,2,2,3
19274527,Australia,QLD,TWEED SHIRE COUNCIL,Apartment,39.79,$221.00 ,Entire home/apt,2,2,3
20074869,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,46.58,$301.00 ,Entire home/apt,1,1,2
22896102,Australia,NSW,TWEED SHIRE COUNCIL,House,46.96,$280.00 ,Private room,1.5,1,1
32190380,Australia,,TWEED SHIRE COUNCIL,Apartment,46.75,$326.00 ,Entire home/apt,2,2,2
24736704,Australia,,TWEED SHIRE COUNCIL,Apartment,51.54,$327.00 ,Entire home/apt,2,3,4
33017542,Australia,,TWEED SHIRE COUNCIL,Apartment,44.05,$320.00 ,Entire home/apt,2,1,1
33477441,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,49.46,$290.00 ,Private room,1,1,1
13418641,Australia,NSW,TWEED SHIRE COUNCIL,House,38.50,"$1,450.00 ",Entire home/apt,2,4,0
27550912,Australia,,TWEED SHIRE COUNCIL,Apartment,46.08,$280.00 ,Entire home/apt,1,2,3
21895505,Australia,,TWEED SHIRE COUNCIL,Apartment,44.31,$333.00 ,Entire home/apt,2,2,3
22207908,Australia,,TWEED SHIRE COUNCIL,Apartment,39.76,$238.00 ,Entire home/apt,1.5,3,2
24525992,Australia,NSW,TWEED SHIRE COUNCIL,House,41.71,$281.00 ,Private room,1,1,2
15647660,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,52.65,$344.00 ,Entire home/apt,2,2,5
21895965,Australia,,TWEED SHIRE COUNCIL,Apartment,37.82,$240.00 ,Entire home/apt,1,2,3
11244147,Australia,NSW,TWEED SHIRE COUNCIL,House,44.69,$300.00 ,Entire home/apt,1,3,6
30045999,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,38.46,$250.00 ,Entire home/apt,2,1,1
11420864,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,41.42,$250.00 ,Entire home/apt,2,3,4
9187314,Australia,NSW,TWEED SHIRE COUNCIL,House,40.33,"$1,400.00 ",Entire home/apt,3,5,6
11283001,Australia,NSW,TWEED SHIRE COUNCIL,House,40.83,"$1,399.00 ",Entire home/apt,4,6,7
30776350,Australia,NSW,TWEED SHIRE COUNCIL,House,48.49,$289.00 ,Entire home/apt,2,3,3
6364437,Australia,NSW,TWEED SHIRE COUNCIL,House,53.82,"$1,325.00 ",Entire home/apt,3,3,4
30046226,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,44.57,$321.00 ,Entire home/apt,2,3,4
14128336,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,53.26,$346.00 ,Entire home/apt,2,2,3
15662697,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,46.01,"$1,350.00 ",Entire home/apt,2,3,4
28253793,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,45.53,$260.00 ,Entire home/apt,2,3,4
13116013,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,46.56,$375.00 ,Entire home/apt,1,0,2
4908739,Australia,NSW,TWEED SHIRE COUNCIL,House,47.62,"$1,330.00 ",Entire home/apt,2,2,2
20003975,Australia,QLD,TWEED SHIRE COUNCIL,House,52.27,"$1,300.00 ",Entire home/apt,2,5,7
32048547,Australia,NSW,TWEED SHIRE COUNCIL,House,47.20,$359.00 ,Entire home/apt,1,2,5
30436804,Australia,NSW,TWEED SHIRE COUNCIL,House,54.14,$360.00 ,Entire home/apt,2.5,3,4
6960908,Australia,NSW,TWEED SHIRE COUNCIL,House,45.31,"$1,370.00 ",Entire home/apt,2,3,5
24736712,Australia,,TWEED SHIRE COUNCIL,Apartment,49.07,$318.00 ,Entire home/apt,2,2,3
6452601,Australia,NSW,TWEED SHIRE COUNCIL,Nature lodge,55.37,$380.00 ,Private room,5,5,11
12116360,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,51.25,$361.00 ,Entire home/apt,2,2,3
25951639,Australia,,TWEED SHIRE COUNCIL,Apartment,50.39,$372.00 ,Entire home/apt,2,2,3
23440233,Australia,NSW,TWEED SHIRE COUNCIL,House,42.40,$285.00 ,Private room,1,1,1
21475358,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,55.68,$394.00 ,Entire home/apt,2,2,3
24736586,Australia,,TWEED SHIRE COUNCIL,Apartment,43.15,$338.00 ,Entire home/apt,1,2,3
24737018,Australia,,TWEED SHIRE COUNCIL,House,49.44,$347.00 ,Entire home/apt,1,1,1
11151817,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,39.73,$250.00 ,Entire home/apt,2,2,3
23567516,Australia,NSW,TWEED SHIRE COUNCIL,House,46.96,$280.00 ,Entire home/apt,2,3,7
23342849,Australia,NSW,TWEED SHIRE COUNCIL,House,49.90,$331.00 ,Entire home/apt,1,3,7
33857339,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,44.66,$367.00 ,Entire home/apt,1,1,2
9221330,Australia,NSW,TWEED SHIRE COUNCIL,House,48.04,$289.00 ,Entire home/apt,1.5,2,2
21895938,Australia,,TWEED SHIRE COUNCIL,Apartment,49.90,$372.00 ,Entire home/apt,2,3,5
30133795,Australia,NSW,TWEED SHIRE COUNCIL,House,47.45,"$1,350.00 ",Entire home/apt,3,3,5
23453757,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,41.42,$250.00 ,Entire home/apt,1.5,2,2
33888411,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,48.34,$300.00 ,Entire home/apt,1,2,2
32901892,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,48.95,$331.00 ,Entire home/apt,1.5,3,4
21895739,Australia,,TWEED SHIRE COUNCIL,Apartment,45.75,$269.00 ,Entire home/apt,1,2,4
24737594,Australia,,TWEED SHIRE COUNCIL,Apartment,42.59,$288.00 ,Entire home/apt,1,2,4
2950448,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,53.51,$350.00 ,Entire home/apt,1,1,2
15649583,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,46.76,$265.00 ,Entire home/apt,1,1,1
23330121,Australia,NSW,TWEED SHIRE COUNCIL,House,47.29,$400.00 ,Entire home/apt,2,4,4
32696592,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,50.33,$380.00 ,Entire home/apt,1.5,3,6
21894807,Australia,,TWEED SHIRE COUNCIL,Apartment,42.89,$272.00 ,Entire home/apt,2,3,4
3442402,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,45.53,$285.00 ,Entire home/apt,1,1,2
30563498,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,48.73,$299.00 ,Entire home/apt,2,1,1
24737590,Australia,,TWEED SHIRE COUNCIL,Apartment,49.49,$403.00 ,Entire home/apt,2,2,4
24736370,Australia,,TWEED SHIRE COUNCIL,Apartment,51.09,$394.00 ,Entire home/apt,2,3,4
20096646,Australia,NSW,TWEED SHIRE COUNCIL,House,42.21,$275.00 ,Entire home/apt,1,2,2
30046144,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,49.90,$331.00 ,Entire home/apt,2,2,3
29594698,Australia,,TWEED SHIRE COUNCIL,Apartment,51.50,$357.00 ,Entire home/apt,1,1,1
32901669,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,47.56,$309.00 ,Entire home/apt,2,3,4
34296294,Australia,NSW,TWEED SHIRE COUNCIL,House,41.61,$310.00 ,Private room,1,1,1
24736318,Australia,,TWEED SHIRE COUNCIL,Apartment,48.79,$389.00 ,Entire home/apt,2,3,4
21870235,Australia,NSW,TWEED SHIRE COUNCIL,House,55.51,$400.00 ,Entire home/apt,1.5,3,3
24737595,Australia,,TWEED SHIRE COUNCIL,Apartment,56.14,$402.00 ,Entire home/apt,2,3,4
32897506,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,51.14,$321.00 ,Entire home/apt,2,2,3
8211943,Australia,New South Wales,TWEED SHIRE COUNCIL,House,45.92,"$1,325.00 ",Entire home/apt,2,3,4
21895527,Australia,,TWEED SHIRE COUNCIL,House,52.51,$392.00 ,Entire home/apt,2,3,3
30046191,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,48.16,$350.00 ,Entire home/apt,2,3,3
21899272,Australia,,TWEED SHIRE COUNCIL,Apartment,47.22,$311.00 ,Entire home/apt,1,1,1
17665696,Australia,NSW,TWEED SHIRE COUNCIL,House,48.61,$311.00 ,Entire home/apt,1,0,1
30028746,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,42.09,$280.00 ,Entire home/apt,1,0,1
32941973,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,46.45,$321.00 ,Entire home/apt,1,2,3
21895502,Australia,,TWEED SHIRE COUNCIL,Apartment,46.96,$293.00 ,Entire home/apt,1.5,2,3
21359013,Australia,NSW,TWEED SHIRE COUNCIL,House,55.43,$381.00 ,Entire home/apt,2,3,4
27936815,Australia,,TWEED SHIRE COUNCIL,Apartment,46.34,$391.00 ,Entire home/apt,1,2,3
23727991,Australia,NSW,TWEED SHIRE COUNCIL,House,45.70,"$1,400.00 ",Entire home/apt,4,4,5
32942876,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,44.04,$355.00 ,Entire home/apt,3,3,3
24737657,Australia,,TWEED SHIRE COUNCIL,Apartment,43.75,$323.00 ,Entire home/apt,1,2,4
21895181,Australia,,TWEED SHIRE COUNCIL,Apartment,44.65,$348.00 ,Entire home/apt,2,3,6
19200157,Australia,NSW,TWEED SHIRE COUNCIL,House,51.91,$340.00 ,Entire home/apt,1,3,4
33045278,Australia,NSW,TWEED SHIRE COUNCIL,House,50.01,"$1,355.00 ",Entire home/apt,2.5,4,4
24736525,Australia,,TWEED SHIRE COUNCIL,House,55.73,$386.00 ,Entire home/apt,2,3,3
27587255,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,51.85,"$1,279.00 ",Entire home/apt,2,3,4
31829872,Australia,,TWEED SHIRE COUNCIL,Apartment,50.65,$343.00 ,Entire home/apt,2,2,3
24737592,Australia,,TWEED SHIRE COUNCIL,Apartment,49.68,$335.00 ,Entire home/apt,1,2,3
23049211,Australia,NSW,TWEED SHIRE COUNCIL,House,43.72,$299.00 ,Entire home/apt,2,3,5
24736534,Australia,,TWEED SHIRE COUNCIL,House,49.38,"$1,287.00 ",Entire home/apt,3,4,4
21895727,Australia,,TWEED SHIRE COUNCIL,Apartment,43.60,$276.00 ,Entire home/apt,1.5,2,3
28795852,Australia,NSW,TWEED SHIRE COUNCIL,House,44.42,"$1,399.00 ",Entire home/apt,2,4,4
32275047,Australia,NSW,TWEED SHIRE COUNCIL,Guest suite,45.73,$302.00 ,Private room,1,0,1
21637235,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,52.41,$348.00 ,Entire home/apt,2,2,3
34160560,Australia,NSW,TWEED SHIRE COUNCIL,House,46.14,$340.00 ,Entire home/apt,1,1,1
15194895,Australia,NSW,TWEED SHIRE COUNCIL,House,47.16,$310.00 ,Entire home/apt,2,4,4
32942019,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,42.45,$325.00 ,Entire home/apt,2,3,3
28767700,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,54.65,$385.00 ,Entire home/apt,1,1,2
33561175,Australia,,TWEED SHIRE COUNCIL,Apartment,49.66,$417.00 ,Entire home/apt,2,2,3
32167513,Australia,NSW,TWEED SHIRE COUNCIL,Guesthouse,46.91,$299.00 ,Entire home/apt,1,0,2
23668901,Australia,QLD,TWEED SHIRE COUNCIL,Apartment,42.71,$313.00 ,Entire home/apt,2,2,3
15662450,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,57.28,"$1,255.00 ",Entire home/apt,2,2,5
23314311,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,45.09,$314.00 ,Private room,1,1,1
28203759,Australia,NSW,TWEED SHIRE COUNCIL,House,45.30,$380.00 ,Entire home/apt,2.5,4,5
16233419,Australia,NSW,TWEED SHIRE COUNCIL,House,45.70,"$1,400.00 ",Entire home/apt,3,4,4
30590610,Australia,,TWEED SHIRE COUNCIL,Apartment,49.92,$434.00 ,Entire home/apt,2,2,2
8570635,Australia,NSW,TWEED SHIRE COUNCIL,House,46.97,"$1,358.00 ",Entire home/apt,2.5,4,4
9539833,Australia,NSW,TWEED SHIRE COUNCIL,Guesthouse,48.41,$436.00 ,Entire home/apt,1,2,2
31891538,Australia,NSW,TWEED SHIRE COUNCIL,House,53.28,"$1,250.00 ",Entire home/apt,2,4,6
21896173,Australia,,TWEED SHIRE COUNCIL,Apartment,48.53,$348.00 ,Entire home/apt,2,3,5
15326726,Australia,NSW,TWEED SHIRE COUNCIL,House,42.59,$311.00 ,Entire home/apt,2.5,4,4
21506053,Australia,NSW,TWEED SHIRE COUNCIL,House,48.72,$335.00 ,Entire home/apt,2,4,5
28767699,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,50.32,$443.00 ,Entire home/apt,1,3,3
21895238,Australia,,TWEED SHIRE COUNCIL,Apartment,49.79,$409.00 ,Entire home/apt,1,2,5
21895106,Australia,,TWEED SHIRE COUNCIL,Apartment,45.09,$314.00 ,Entire home/apt,2,2,3
8956739,Australia,NSW,TWEED SHIRE COUNCIL,Guest suite,51.20,$329.00 ,Entire home/apt,1,1,2
15648925,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,57.28,"$1,255.00 ",Entire home/apt,2,2,3
18736198,Australia,NSW,TWEED SHIRE COUNCIL,House,57.38,$445.00 ,Entire home/apt,2.5,4,7
28259664,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,49.99,"$1,295.00 ",Entire home/apt,3.5,4,6
23964156,Australia,,TWEED SHIRE COUNCIL,House,59.84,$462.00 ,Entire home/apt,1,4,5
21740558,Australia,NSW,TWEED SHIRE COUNCIL,House,55.41,"$1,250.00 ",Entire home/apt,2,3,3
23501393,Australia,NSW,TWEED SHIRE COUNCIL,House,56.48,"$1,250.00 ",Entire home/apt,3,5,5
25266477,Australia,NSW,TWEED SHIRE COUNCIL,House,45.24,$350.00 ,Entire home/apt,2.5,4,6
24737000,Australia,,TWEED SHIRE COUNCIL,Apartment,51.67,$386.00 ,Entire home/apt,2,2,3
14204853,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,55.16,"$1,221.00 ",Entire home/apt,1,2,5
30046066,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,40.75,$295.00 ,Entire home/apt,2,2,3
24736557,Australia,,TWEED SHIRE COUNCIL,Apartment,49.91,$401.00 ,Entire home/apt,2,2,3
30217759,Australia,NSW,TWEED SHIRE COUNCIL,House,51.60,$460.00 ,Entire home/apt,2,3,4
24736569,Australia,,TWEED SHIRE COUNCIL,House,48.93,$424.00 ,Entire home/apt,2,4,4
15821509,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,55.61,"$1,295.00 ",Entire home/apt,2,2,4
33373702,Australia,NSW,TWEED SHIRE COUNCIL,House,48.10,"$1,355.00 ",Entire home/apt,2,4,4
10523684,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,51.16,$490.00 ,Entire home/apt,1,2,2
13699132,Australia,NSW,TWEED SHIRE COUNCIL,House,51.70,$450.00 ,Entire home/apt,2,3,3
24736695,Australia,,TWEED SHIRE COUNCIL,Apartment,49.56,$438.00 ,Entire home/apt,2,3,4
24737582,Australia,,TWEED SHIRE COUNCIL,Apartment,48.13,$367.00 ,Entire home/apt,2,3,4
18040829,Australia,NSW,TWEED SHIRE COUNCIL,House,50.12,"$1,375.00 ",Entire home/apt,2,3,3
27465954,Australia,,TWEED SHIRE COUNCIL,House,58.32,$453.00 ,Entire home/apt,2,2,3
21895021,Australia,,TWEED SHIRE COUNCIL,Apartment,50.31,$409.00 ,Entire home/apt,2,3,4
14408544,Australia,NSW,TWEED SHIRE COUNCIL,House,54.55,$431.00 ,Entire home/apt,2.5,5,13
24737017,Australia,,TWEED SHIRE COUNCIL,Apartment,50.82,$362.00 ,Entire home/apt,2,2,4
30288604,Australia,,TWEED SHIRE COUNCIL,Apartment,43.25,$331.00 ,Entire home/apt,2,2,3
21894699,Australia,,TWEED SHIRE COUNCIL,Apartment,49.94,$317.00 ,Entire home/apt,2,3,4
21895482,Australia,,TWEED SHIRE COUNCIL,Apartment,57.33,$414.00 ,Entire home/apt,1,4,9
24736716,Australia,,TWEED SHIRE COUNCIL,Apartment,50.03,$425.00 ,Entire home/apt,3,3,4
8257044,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,50.63,$450.00 ,Entire home/apt,2.5,3,4
31996828,Australia,NSW,TWEED SHIRE COUNCIL,House,57.09,$450.00 ,Entire home/apt,4,4,5
27683975,Australia,NSW,TWEED SHIRE COUNCIL,House,54.91,"$1,260.00 ",Entire home/apt,1.5,3,6
10275432,Australia,NSW,TWEED SHIRE COUNCIL,House,46.46,$329.00 ,Private room,1,1,1
22253668,Australia,NSW,TWEED SHIRE COUNCIL,House,49.16,"$1,270.00 ",Entire home/apt,2,4,5
399100,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,56.61,$430.00 ,Entire home/apt,2,2,4
4265791,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,53.41,$381.00 ,Entire home/apt,1,2,4
18763835,Australia,NSW,TWEED SHIRE COUNCIL,House,50.93,$470.00 ,Entire home/apt,2,3,4
25112104,Australia,,TWEED SHIRE COUNCIL,House,44.33,$325.00 ,Entire home/apt,1,1,1
30066809,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,49.05,$325.00 ,Entire home/apt,2,3,3
11300993,Australia,NSW,TWEED SHIRE COUNCIL,House,59.04,$446.00 ,Entire home/apt,2,2,3
24736373,Australia,,TWEED SHIRE COUNCIL,Apartment,56.34,$435.00 ,Entire home/apt,2,2,4
24736166,Australia,,TWEED SHIRE COUNCIL,Apartment,46.81,$327.00 ,Entire home/apt,1,3,5
28435829,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,49.62,$350.00 ,Entire home/apt,1,1,1
34124732,Australia,NSW,TWEED SHIRE COUNCIL,House,51.21,"$1,310.00 ",Entire home/apt,2,4,4
24737638,Australia,,TWEED SHIRE COUNCIL,Apartment,48.84,$337.00 ,Entire home/apt,2,2,4
28767706,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,51.81,$465.00 ,Entire home/apt,2,3,3
32841273,Australia,NSW,TWEED SHIRE COUNCIL,House,46.86,$320.00 ,Entire home/apt,2,3,4
24737585,Australia,,TWEED SHIRE COUNCIL,Apartment,54.60,$393.00 ,Entire home/apt,2,3,3
24737581,Australia,,TWEED SHIRE COUNCIL,Apartment,55.10,$384.00 ,Entire home/apt,2,2,4
14715443,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,55.17,$394.00 ,Entire home/apt,2,2,3
24737597,Australia,,TWEED SHIRE COUNCIL,Apartment,51.12,$376.00 ,Entire home/apt,2,3,3
33055136,Australia,NSW,TWEED SHIRE COUNCIL,House,46.27,$360.00 ,Entire home/apt,2,3,3
24736375,Australia,,TWEED SHIRE COUNCIL,Apartment,56.49,$438.00 ,Entire home/apt,2,3,4
30451750,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,54.50,$490.00 ,Entire home/apt,1,2,3
33918236,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,47.71,$409.00 ,Entire home/apt,1,2,4
29892103,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,49.02,$340.00 ,Entire home/apt,2,2,2
30046239,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,54.70,$495.00 ,Entire home/apt,2,3,4
15649511,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,54.12,"$1,285.00 ",Entire home/apt,3,3,4
29594715,Australia,,TWEED SHIRE COUNCIL,House,47.52,$384.00 ,Entire home/apt,2,2,3
22721610,Australia,NSW,TWEED SHIRE COUNCIL,House,52.10,$500.00 ,Entire home/apt,2,3,4
24737626,Australia,,TWEED SHIRE COUNCIL,Apartment,47.47,$330.00 ,Entire home/apt,1,2,4
16336891,Australia,NSW,TWEED SHIRE COUNCIL,House,48.42,$330.00 ,Entire home/apt,2,4,4
32197044,Australia,NSW,TWEED SHIRE COUNCIL,Guest suite,49.55,"$1,250.00 ",Entire home/apt,1,1,1
23076332,Australia,NSW,TWEED SHIRE COUNCIL,House,56.01,$450.00 ,Entire home/apt,2,3,3
32669139,Australia,,TWEED SHIRE COUNCIL,Apartment,50.13,$451.00 ,Entire home/apt,2,2,2
15648422,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,52.47,"$1,220.00 ",Entire home/apt,2,2,3
16193211,Australia,NSW,TWEED SHIRE COUNCIL,House,54.62,$422.00 ,Entire home/apt,1.5,3,6
22815355,Australia,NSW,TWEED SHIRE COUNCIL,House,49.62,$350.00 ,Entire home/apt,2,3,3
31884419,Australia,NSW,TWEED SHIRE COUNCIL,House,47.68,$350.00 ,Entire home/apt,2,3,4
22070743,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,61.02,$499.00 ,Entire home/apt,1,1,1
34205902,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,55.25,$378.00 ,Entire home/apt,1,1,2
31543710,Australia,NSW,TWEED SHIRE COUNCIL,House,55.41,"$1,250.00 ",Entire home/apt,2,3,5
28367723,Australia,NSW,TWEED SHIRE COUNCIL,House,52.27,"$1,300.00 ",Entire home/apt,2.5,4,6
24737610,Australia,,TWEED SHIRE COUNCIL,Apartment,51.75,$417.00 ,Entire home/apt,2,3,4
25059088,Australia,,TWEED SHIRE COUNCIL,House,52.32,$418.00 ,Entire home/apt,2,2,3
24738980,Australia,,TWEED SHIRE COUNCIL,Apartment,49.81,$399.00 ,Entire home/apt,2,2,3
24736516,Australia,,TWEED SHIRE COUNCIL,Apartment,49.90,$372.00 ,Entire home/apt,2,2,4
24736523,Australia,,TWEED SHIRE COUNCIL,House,59.12,$507.00 ,Entire home/apt,2,3,3
32479628,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,56.29,$493.00 ,Entire home/apt,2,2,3
9924609,Australia,NSW,TWEED SHIRE COUNCIL,House,56.42,$525.00 ,Entire home/apt,2.5,4,5
19273262,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,57.68,$561.00 ,Entire home/apt,1.5,2,3
7826603,Australia,New South Wales,TWEED SHIRE COUNCIL,House,46.70,$350.00 ,Entire home/apt,2,6,6
20256664,Australia,NSW,TWEED SHIRE COUNCIL,Guesthouse,49.16,"$1,320.00 ",Entire home/apt,1,2,3
10636678,Australia,NSW,TWEED SHIRE COUNCIL,Guesthouse,52.14,$425.00 ,Entire home/apt,1,1,1
33782876,Australia,NSW,TWEED SHIRE COUNCIL,House,54.34,$500.00 ,Entire home/apt,2,3,5
21852167,Australia,NSW,TWEED SHIRE COUNCIL,House,56.74,$550.00 ,Entire home/apt,2,3,5
25378731,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,61.29,"$1,155.00 ",Entire home/apt,2,3,5
23224451,Australia,NSW,TWEED SHIRE COUNCIL,House,50.09,$450.00 ,Shared room,1,1,3
32622319,Australia,NSW,TWEED SHIRE COUNCIL,House,51.80,"$1,280.00 ",Entire home/apt,1.5,2,1
24736286,Australia,,TWEED SHIRE COUNCIL,House,49.18,$418.00 ,Entire home/apt,2,3,4
24736571,Australia,,TWEED SHIRE COUNCIL,Apartment,62.03,$537.00 ,Entire home/apt,2,3,3
21516582,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,63.01,$599.00 ,Entire home/apt,2,2,2
33279931,Australia,NSW,TWEED SHIRE COUNCIL,House,62.41,$599.00 ,Entire home/apt,1,3,3
8869919,Australia,NSW,TWEED SHIRE COUNCIL,House,50.48,"$1,305.00 ",Entire home/apt,3,4,8
30320428,Australia,NSW,TWEED SHIRE COUNCIL,House,53.51,$350.00 ,Entire home/apt,1,2,5
16147590,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,52.54,$350.00 ,Entire home/apt,1,0,1
5878183,Australia,NSW,TWEED SHIRE COUNCIL,Guesthouse,53.01,$455.00 ,Entire home/apt,1,1,1
14995983,Australia,NSW,TWEED SHIRE COUNCIL,House,49.87,$445.00 ,Private room,1,1,1
23380956,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,57.20,$604.00 ,Entire home/apt,2,2,2
32646472,Australia,NSW,TWEED SHIRE COUNCIL,House,54.73,"$1,310.00 ",Entire home/apt,2,4,4
6020212,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,63.07,$565.00 ,Entire home/apt,1,2,3
23774281,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,57.14,$500.00 ,Entire home/apt,1,2,2
31445393,Australia,NSW,TWEED SHIRE COUNCIL,House,57.18,$475.00 ,Entire home/apt,2.5,4,4
30410645,Australia,NSW,TWEED SHIRE COUNCIL,House,55.45,$390.00 ,Entire home/apt,2,3,4
21516628,Australia,NSW,TWEED SHIRE COUNCIL,Apartment,61.70,$595.00 ,Entire home/apt,2,2,2
